;w1;w2;w3;expected;prdicted;cosine;group;result
606;медленный;медленнее;сильнее;сильный;сильный;0.9049678444862366;: gram3-comparative;True
607;медленный;медленнее;выше;высокий;высоком;0.8901943564414978;: gram3-comparative;False
608;медленный;медленнее;слабее;слабый;слабая;0.9212212562561035;: gram3-comparative;False
609;медленный;медленнее;шире;широкий;широкими;0.8403491973876953;: gram3-comparative;False
610;медленный;медленнее;моложе;молодые;старше;0.9365155100822449;: gram3-comparative;False
611;медленный;медленнее;хуже;плохой;плохой;0.924957275390625;: gram3-comparative;True
612;медленный;медленнее;ярче;яркий;яркой;0.8702789545059204;: gram3-comparative;False
613;медленный;медленнее;глубже;глубокий;глубокая;0.902554452419281;: gram3-comparative;False
614;медленный;медленнее;легче;легко;тяжело;0.8583763241767883;: gram3-comparative;False
615;медленный;медленнее;быстрее;быстрый;быстрый;0.9786220192909241;: gram3-comparative;True
616;медленный;медленнее;труднее;трудный;трудным;0.9299163222312927;: gram3-comparative;False
617;медленный;медленнее;тяжелее;тяжелый;тяжелый;0.9392088651657104;: gram3-comparative;True
618;медленный;медленнее;выше;высокий;высоком;0.8901943564414978;: gram3-comparative;False
619;медленный;медленнее;ниже;низкий;низких;0.9195890426635742;: gram3-comparative;False
620;медленный;медленнее;быстрее;быстрый;быстрый;0.9786220192909241;: gram3-comparative;True
621;медленный;медленнее;короче;короткий;долгий;0.8627843260765076;: gram3-comparative;False
622;медленный;медленнее;проще;простой;сложная;0.8639492988586426;: gram3-comparative;False
623;маленький;меньше;сильнее;сильный;маленькие;0.8974156975746155;: gram3-comparative;False
624;маленький;меньше;выше;высокий;маленького;0.9046636819839478;: gram3-comparative;False
625;маленький;меньше;слабее;слабый;маленькая;0.9100602269172668;: gram3-comparative;False
626;маленький;меньше;шире;широкий;маленькие;0.8783145546913147;: gram3-comparative;False
627;маленький;меньше;моложе;молодые;маленького;0.9574956297874451;: gram3-comparative;False
628;маленький;меньше;хуже;плохой;маленькая;0.9257526397705078;: gram3-comparative;False
629;маленький;меньше;ярче;яркий;яркие;0.9059679508209229;: gram3-comparative;False
630;маленький;меньше;глубже;глубокий;маленькая;0.8893104195594788;: gram3-comparative;False
631;маленький;меньше;легче;легко;маленького;0.8591269254684448;: gram3-comparative;False
632;маленький;меньше;быстрее;быстрый;быстрый;0.9458404183387756;: gram3-comparative;True
633;маленький;меньше;труднее;трудный;маленькая;0.8802013397216797;: gram3-comparative;False
634;маленький;меньше;тяжелее;тяжелый;маленькие;0.9211572408676147;: gram3-comparative;False
635;маленький;меньше;выше;высокий;маленького;0.9046636819839478;: gram3-comparative;False
636;маленький;меньше;ниже;низкий;маленького;0.9367344379425049;: gram3-comparative;False
637;маленький;меньше;быстрее;быстрый;быстрый;0.9458404183387756;: gram3-comparative;True
638;маленький;меньше;короче;короткий;маленькие;0.9487308859825134;: gram3-comparative;False
639;маленький;меньше;проще;простой;маленького;0.8940646648406982;: gram3-comparative;False
640;маленький;меньше;медленнее;медленный;медленный;0.9036621451377869;: gram3-comparative;True
641;сильный;сильнее;выше;высокий;упомянуто;0.9153931140899658;: gram3-comparative;False
642;сильный;сильнее;слабее;слабый;слабого;0.9528586864471436;: gram3-comparative;False
643;сильный;сильнее;шире;широкий;широкая;0.8919901847839355;: gram3-comparative;False
644;сильный;сильнее;моложе;молодые;старше;0.9417129755020142;: gram3-comparative;False
645;сильный;сильнее;хуже;плохой;плохой;0.9604108929634094;: gram3-comparative;True
646;сильный;сильнее;ярче;яркий;яркой;0.9319396018981934;: gram3-comparative;False
647;сильный;сильнее;глубже;глубокий;глубокий;0.9189680218696594;: gram3-comparative;True
648;сильный;сильнее;легче;легко;сильным;0.8721743226051331;: gram3-comparative;False
649;сильный;сильнее;быстрее;быстрый;быстрый;0.9836155772209167;: gram3-comparative;True
650;сильный;сильнее;труднее;трудный;нелегко;0.9184032678604126;: gram3-comparative;False
651;сильный;сильнее;тяжелее;тяжелый;тяжелый;0.9275736212730408;: gram3-comparative;True
652;сильный;сильнее;выше;высокий;упомянуто;0.9153931140899658;: gram3-comparative;False
653;сильный;сильнее;ниже;низкий;низких;0.92208331823349;: gram3-comparative;False
654;сильный;сильнее;быстрее;быстрый;быстрый;0.9836155772209167;: gram3-comparative;True
655;сильный;сильнее;короче;короткий;коротким;0.8801429867744446;: gram3-comparative;False
656;сильный;сильнее;проще;простой;влиятельный;0.8725223541259766;: gram3-comparative;False
657;сильный;сильнее;медленнее;медленный;медленный;0.9381040334701538;: gram3-comparative;True
658;сильный;сильнее;меньше;маленький;небольшой;0.8908407688140869;: gram3-comparative;False
659;высокий;выше;слабее;слабый;сильный;0.9102093577384949;: gram3-comparative;False
660;высокий;выше;шире;широкий;широкая;0.866975724697113;: gram3-comparative;False
661;высокий;выше;моложе;молодые;высоким;0.8952518105506897;: gram3-comparative;False
662;высокий;выше;хуже;плохой;низкая;0.9131771326065063;: gram3-comparative;False
663;высокий;выше;ярче;яркий;высокая;0.9127426743507385;: gram3-comparative;False
664;высокий;выше;глубже;глубокий;глубоким;0.8825541138648987;: gram3-comparative;False
665;высокий;выше;легче;легко;быстрее;0.9158580303192139;: gram3-comparative;False
666;высокий;выше;быстрее;быстрый;быстрый;1.0427737832069397;: gram3-comparative;True
667;высокий;выше;труднее;трудный;высокая;0.886264443397522;: gram3-comparative;False
668;высокий;выше;тяжелее;тяжелый;тяжелый;0.9165580868721008;: gram3-comparative;True
669;высокий;выше;выше;высокий;высокая;0.9801862835884094;: gram3-comparative;False
670;высокий;выше;ниже;низкий;высоким;0.9899325966835022;: gram3-comparative;False
671;высокий;выше;быстрее;быстрый;быстрый;1.0427737832069397;: gram3-comparative;True
672;высокий;выше;короче;короткий;длинная;0.8884702324867249;: gram3-comparative;False
673;высокий;выше;проще;простой;высокая;0.8945561051368713;: gram3-comparative;False
674;высокий;выше;медленнее;медленный;медленный;0.9516364336013794;: gram3-comparative;True
675;высокий;выше;меньше;маленький;высока;0.9080709218978882;: gram3-comparative;False
676;высокий;выше;сильнее;сильный;высокая;0.9429049491882324;: gram3-comparative;False
677;слабый;слабее;шире;широкий;узким;0.7927929162979126;: gram3-comparative;False
678;слабый;слабее;моложе;молодые;старше;0.8748356103897095;: gram3-comparative;False
679;слабый;слабее;хуже;плохой;плохой;0.955223798751831;: gram3-comparative;True
680;слабый;слабее;ярче;яркий;явный;0.7614312171936035;: gram3-comparative;False
681;слабый;слабее;глубже;глубокий;глубокий;0.8406520485877991;: gram3-comparative;True
682;слабый;слабее;легче;легко;труднее;0.8051884770393372;: gram3-comparative;False
683;слабый;слабее;быстрее;быстрый;быстрый;0.8510794639587402;: gram3-comparative;True
684;слабый;слабее;труднее;трудный;затруднительно;0.9090622663497925;: gram3-comparative;False
685;слабый;слабее;тяжелее;тяжелый;неудоб;0.8769320249557495;: gram3-comparative;False
686;слабый;слабее;выше;высокий;упомянутый;0.8442938327789307;: gram3-comparative;False
687;слабый;слабее;ниже;низкий;низкого;0.9047211408615112;: gram3-comparative;False
688;слабый;слабее;быстрее;быстрый;быстрый;0.8510794639587402;: gram3-comparative;True
689;слабый;слабее;короче;короткий;коротким;0.8453832268714905;: gram3-comparative;False
690;слабый;слабее;проще;простой;сложно;0.8222629427909851;: gram3-comparative;False
691;слабый;слабее;медленнее;медленный;медленным;0.9121717214584351;: gram3-comparative;False
692;слабый;слабее;меньше;маленький;малы;0.8735183477401733;: gram3-comparative;False
693;слабый;слабее;сильнее;сильный;слабого;0.8141276240348816;: gram3-comparative;False
694;слабый;слабее;выше;высокий;упомянутый;0.8442938327789307;: gram3-comparative;False
695;широкий;шире;моложе;молодые;старше;0.9048068523406982;: gram3-comparative;False
696;широкий;шире;хуже;плохой;плохим;0.9314043521881104;: gram3-comparative;False
697;широкий;шире;ярче;яркий;значительный;0.9046047329902649;: gram3-comparative;False
698;широкий;шире;глубже;глубокий;глубокий;0.9226623773574829;: gram3-comparative;True
699;широкий;шире;легче;легко;немал;0.8920316696166992;: gram3-comparative;False
700;широкий;шире;быстрее;быстрый;быстрый;1.0070406794548035;: gram3-comparative;True
701;широкий;шире;труднее;трудный;нелегко;0.9205365777015686;: gram3-comparative;False
702;широкий;шире;тяжелее;тяжелый;тяжелый;0.9448097348213196;: gram3-comparative;True
703;широкий;шире;выше;высокий;высоким;0.9526162147521973;: gram3-comparative;False
704;широкий;шире;ниже;низкий;высоким;0.9653958082199097;: gram3-comparative;False
705;широкий;шире;быстрее;быстрый;быстрый;1.0070406794548035;: gram3-comparative;True
706;широкий;шире;короче;короткий;большая;0.9059029817581177;: gram3-comparative;False
707;широкий;шире;проще;простой;многих;0.8759354948997498;: gram3-comparative;False
708;широкий;шире;медленнее;медленный;медленный;0.9195115566253662;: gram3-comparative;True
709;широкий;шире;меньше;маленький;большим;0.9087774157524109;: gram3-comparative;False
710;широкий;шире;сильнее;сильный;огромный;0.9495060443878174;: gram3-comparative;False
711;широкий;шире;выше;высокий;высоким;0.9526162147521973;: gram3-comparative;False
712;широкий;шире;слабее;слабый;сильный;0.9204112887382507;: gram3-comparative;False
713;молодые;моложе;хуже;плохой;плохие;0.8686815500259399;: gram3-comparative;False
714;молодые;моложе;ярче;яркий;яркие;0.8539240956306458;: gram3-comparative;False
715;молодые;моложе;глубже;глубокий;глубокие;0.8204354047775269;: gram3-comparative;False
716;молодые;моложе;легче;легко;быстрее;0.8246429562568665;: gram3-comparative;False
717;молодые;моложе;быстрее;быстрый;быстро;0.9203759431838989;: gram3-comparative;False
718;молодые;моложе;труднее;трудный;трудным;0.8453680872917175;: gram3-comparative;False
719;молодые;моложе;тяжелее;тяжелый;тяжелыми;0.8636622428894043;: gram3-comparative;False
720;молодые;моложе;выше;высокий;молодых;0.8674479126930237;: gram3-comparative;False
721;молодые;моложе;ниже;низкий;молодых;0.8572564721107483;: gram3-comparative;False
722;молодые;моложе;быстрее;быстрый;быстро;0.9203759431838989;: gram3-comparative;False
723;молодые;моложе;короче;короткий;молодых;0.8321673274040222;: gram3-comparative;False
724;молодые;моложе;проще;простой;ребята;0.811017632484436;: gram3-comparative;False
725;молодые;моложе;медленнее;медленный;медленный;0.8460465669631958;: gram3-comparative;True
726;молодые;моложе;меньше;маленький;больше;0.7999486327171326;: gram3-comparative;False
727;молодые;моложе;сильнее;сильный;сильный;0.8659079670906067;: gram3-comparative;True
728;молодые;моложе;выше;высокий;молодых;0.8674479126930237;: gram3-comparative;False
729;молодые;моложе;слабее;слабый;сильные;0.8471330404281616;: gram3-comparative;False
730;молодые;моложе;шире;широкий;широкое;0.810968816280365;: gram3-comparative;False
731;китай;китайский;египетский;египет;египет;0.977608859539032;: gram6-nationality-adjective;True
732;китай;китайский;израильский;израиль;израильского;0.9890590906143188;: gram6-nationality-adjective;False
733;китай;китайский;русский;россия;русского;0.9596117734909058;: gram6-nationality-adjective;False
734;египет;египетский;израильский;израиль;израиль;0.9915862083435059;: gram6-nationality-adjective;True
735;египет;египетский;русский;россия;русская;0.9565585255622864;: gram6-nationality-adjective;False
736;египет;египетский;китайский;китай;китай;0.9921486377716064;: gram6-nationality-adjective;True
737;израиль;израильский;русский;россия;русская;0.9627175331115723;: gram6-nationality-adjective;False
738;израиль;израильский;китайский;китай;китайская;0.9828445315361023;: gram6-nationality-adjective;False
739;израиль;израильский;египетский;египет;египетская;0.9613914489746094;: gram6-nationality-adjective;False
740;россия;русский;китайский;китай;китайская;0.9659678936004639;: gram6-nationality-adjective;False
741;россия;русский;египетский;египет;египетская;0.9843077659606934;: gram6-nationality-adjective;False
742;россия;русский;израильский;израиль;израиль;0.9830279350280762;: gram6-nationality-adjective;True
